visitorid,itemid,predicted_prob
6380,342461,0.10185104
6410,278893,0.8060483
6410,278893,0.8060483
6410,278893,0.7991282
6410,278893,0.73129195
6456,75754,0.012744337
6457,215747,0.00878372
6498,183224,0.026304303
6574,184233,0.05121334
6588,378159,0.45134574
6588,378159,0.45134574
6588,378159,0.45134574
6628,294497,0.020840768
6795,391905,0.2791541
6795,391905,0.07316716
6795,345850,0.048253205
6811,329920,0.06402025
6811,264746,0.021212198
6818,374824,0.009563734
6825,185042,0.00369773
6895,139789,0.55211884
6895,139789,0.55211884
6896,60479,0.02275035
6906,159298,0.045143135
6982,400244,0.316794
6982,400244,0.316794
7023,150402,0.057382286
7028,169476,0.082789525
7037,67556,0.05997173
7037,316365,0.020982163
7046,388097,0.05530517
7104,80087,0.07802335
7120,409804,0.02712893
7129,38197,0.0048054294
7173,324803,0.15927713
7173,14974,0.12377901
7271,364368,0.013059029
7292,168461,0.08917874
7301,19402,0.07385358
7322,390639,0.07980885
7323,440152,0.006633294
7350,111526,0.10185104
7362,78026,0.0038716816
7417,103801,0.034258157
7469,420565,0.0038716816
7485,183319,0.060096942
7533,5374,0.009073034
7572,30118,0.03127521
7600,362581,0.004688685
7607,327291,0.014150165
7622,161785,0.046345476
7639,141387,0.017999299
7678,356861,0.045845337
7684,316753,0.13165168
7684,339703,0.088770136
7684,253615,0.076810434
7732,321891,0.075351566
7739,38966,0.023464257
7808,252230,0.012744337
7818,157877,0.4186315
7854,44983,0.00878372
7878,177822,0.008021842
7894,330296,0.02724105
7946,25611,0.017789945
7951,292999,0.0133171
7963,302789,0.06183934
7965,273215,0.080343336
7969,88032,0.028053895
8002,41979,0.5602039
8002,41979,0.39866468
8124,455079,0.087318994
8166,9513,0.6971543
8166,9513,0.6971543
8166,9513,0.6971543
8170,170663,0.0096653635
8192,429094,0.085596874
8238,384039,0.28370038
8238,227391,0.13525975
8249,289476,0.02939782
8287,459752,0.04620325
8305,91046,0.1241616
8305,310706,0.05451634
8316,219804,0.007175856
8344,399031,0.019522296
8359,232188,0.015082159
8399,399557,0.07036246
8410,290895,0.08942546
8410,264235,0.08942546
8414,301657,0.075606585
8442,61273,0.21506256
8444,260957,0.12682252
8489,183579,0.46632788
8489,183579,0.36234397
8494,252262,0.073762216
8522,349081,0.0069554606
8561,301602,0.122035414
8561,4001,0.093002
8618,435624,0.12399307
8618,306739,0.12192044
8639,229094,0.00897902
8660,298747,0.02939782
8683,190416,0.081904866
8697,385755,0.769794
8697,385755,0.769794
8697,397020,0.7633021
8697,397020,0.7633021
8697,397020,0.7633021
8702,46644,0.07516134
8736,24358,0.41181308
8736,24358,0.41181308
8736,24358,0.41181308
8736,24358,0.41181308
8736,24358,0.41181308
8745,443652,0.007926996
8755,409689,0.523118
8755,409689,0.37550262
8796,36089,0.0075323586
8797,11279,0.06552047
8857,136387,0.034239918
8860,421297,0.025908634
8860,264146,0.025908634
8869,91755,0.0028150855
8891,186214,0.07415229
8910,228644,0.1226904
8910,320732,0.1226904
8914,214332,0.026505684
8927,143418,0.14367844
8949,238780,0.01603603
8965,308488,0.005529304
8998,318594,0.034737486
9004,155196,0.77880085
9004,155196,0.77880085
9004,155196,0.7552989
9004,269258,0.6494287
9004,269258,0.6494287
9096,447628,0.03747824
9106,24786,0.026930442
9144,441605,0.1652141
9192,198996,0.42717475
9192,198996,0.42717475
9214,201620,0.62486553
9214,201620,0.6177001
9214,188395,0.44741452
9214,201620,0.44111055
9214,371424,0.24786393
9217,463376,0.10143964
9230,87369,0.065836444
9240,115525,0.21780425
9240,223203,0.19079508
9240,256894,0.10774847
9240,382751,0.083587505
9280,303715,0.10530879
9280,303828,0.077641696
9289,315393,0.052503634
9299,81528,0.031580806
9349,415660,0.010114793
9353,465438,0.07674946
9354,60214,0.19541492
9354,116380,0.14606601
9354,361337,0.14476149
9382,181390,0.097171165
9385,432503,0.19278386
9385,432503,0.19278386
9385,432503,0.19278386
9385,317145,0.17557913
9385,118199,0.17431115
9387,447846,0.0072815455
9401,255708,0.82411355
9401,255708,0.82411355
9487,99078,0.04519529
9520,294709,0.017999299
9521,442442,0.008075429
9540,251876,0.008948051
9549,248032,0.048918333
9587,298009,0.008735601
9590,71944,0.008875326
9592,204038,0.05456357
9645,338702,0.008733698
9672,126019,0.055643413
9683,22926,0.050926
9719,145964,0.22206539
9727,461032,0.020115137
9759,183319,0.4198222
9759,183319,0.3687491
9778,310460,0.08917874
9794,392162,0.027356846
9820,452896,0.032854497
9820,354759,0.022345986
9878,317983,0.022766814
9932,392526,0.03746312
9964,252359,0.03922275
9968,289387,0.052107967
10004,92678,0.06706384
10033,390888,0.46295533
10033,145530,0.34194165
10033,136553,0.19080211
10038,293217,0.078867584
10051,236419,0.007175856
10058,432335,0.30798894
10058,432335,0.30432707
10068,410279,0.006709311
10180,336214,0.012603682
10207,232533,0.075793356
10231,142466,0.016133431
10262,307271,0.55793786
10262,307271,0.55793786
10262,422308,0.4577676
10262,422308,0.4577676
10262,78078,0.401815
10288,34586,0.10185104
10303,138945,0.223436
10317,69481,0.04591301
10345,34459,0.09123683
10345,229407,0.09123683
10347,289895,0.02939782
10387,303167,0.059619304
10390,380529,0.5346476
10390,380529,0.5346476
10390,380529,0.5346476
10390,380529,0.5346476
10400,365090,0.042840913
10444,389018,0.055882763
10468,111710,0.0048054294
10481,320130,0.7383936
10481,162641,0.71607506
10481,162641,0.71607506
10481,320130,0.71607506
10481,320130,0.7015557
10498,213432,0.03734644
10498,21455,0.031497344
10505,387947,0.02741278
10552,376767,0.02959316
10583,400859,0.6301936
10583,400859,0.6301936
10583,353515,0.6154145
10583,272455,0.60631424
10583,272455,0.60631424
10622,108457,0.045143135
10651,2735,0.22014043
10664,295643,0.006709311
10697,405493,0.5931584
10697,405493,0.5931584
10697,294073,0.1732901
10702,2873,0.013939571
10728,132347,0.025250157
10732,184370,0.04089909
10751,348121,0.06597108
10766,181636,0.22329782
10766,181636,0.22329782
10869,213619,0.006709311
10890,170178,0.0075323586
10896,227010,0.104514696
10901,316472,0.112633914
10917,64951,0.06684205
10917,443103,0.012151897
10921,175669,0.10185104
10937,88780,0.008948051
10946,391289,0.045874286
10950,174538,0.14688464
10984,377747,0.00369773
11021,257048,0.007662861
11035,178080,0.017737538
11066,46253,0.025361868
11087,289922,0.057987332
11089,316244,0.07515954
11102,39143,0.029992437
11102,196780,0.012276537
11157,126926,0.036787957
11161,464812,0.32844317
11161,217840,0.26701054
11161,456056,0.19832797
11161,73636,0.080618285
11170,288525,0.060725253
11174,78950,0.01603603
11199,81146,0.007926996
11239,348419,0.036938824
11243,354676,0.06411266
11302,453487,0.12054068
11337,328276,0.0048054294
11353,316241,0.0096653635
11356,85855,0.0069188173
11369,312094,0.3423134
11369,312094,0.3423134
11372,411886,0.09519493
11406,208270,0.067923
11475,445749,0.023317479
11493,154533,0.0072815455
11549,169194,0.07845725
11563,256706,0.054326955
11598,62549,0.3381113
11598,62549,0.3381113
11617,463695,0.0052534016
11645,443202,0.01411666
11650,204677,0.19683795
11659,105681,0.008075429
11661,466747,0.73005384
11661,466747,0.73005384
11661,466747,0.73005384
11661,466747,0.73005384
11662,72118,0.17769611
11742,367434,0.030235888
11743,174582,0.086126156
11754,54431,0.7256718
11754,54431,0.7218057
11754,54431,0.4134943
11757,274673,0.008948051
11761,408145,0.77470607
11761,408145,0.77470607
11761,408145,0.77470607
11761,408145,0.77470607
11761,408145,0.77470607
11787,187506,0.05420263
11800,17286,0.018103527
11833,227910,0.7232073
11833,227910,0.7232073
11833,227910,0.7232073
11833,165169,0.70537007
11833,165169,0.70537007
11854,29757,0.2936997
11854,444190,0.22918351
11854,459631,0.22111267
11854,25514,0.1284398
11867,189381,0.086610265
11906,285758,0.10441816
11916,380220,0.5323705
11916,380220,0.5323705
11916,47707,0.09537217
11972,186128,0.05970976
11982,427360,0.0062744375
11991,306579,0.11340186
11991,285346,0.08225675
12011,275495,0.0074576777
12025,164739,0.020840768
12069,275108,0.0668794
12083,87702,0.086126156
12105,250643,0.23068854
12148,193554,0.7653761
12148,157438,0.7653761
12148,428040,0.719206
12148,428040,0.7083581
12148,428040,0.6729122
12165,443227,0.030565917
12171,338390,0.009073034
12172,112,0.03149381
12233,213472,0.11410163
12241,223993,0.16409414
12241,98665,0.15760447
12260,428889,0.080575936
12267,70026,0.037133817
12294,160236,0.012086782
12297,96985,0.02693341
12322,294064,0.033290964
12328,36711,0.009487986
12356,345867,0.04649307
12375,376038,0.014139846
12381,196313,0.20807526
12381,196313,0.20807526
12381,56186,0.18267937
12453,238059,0.04659361
12485,96770,0.03933808
12486,406601,0.05420263
12489,238650,0.052045316
12547,256473,0.07196322
12558,341613,0.0064996555
12579,280760,0.4092972
12579,280760,0.4092972
12579,54008,0.36406735
12579,250252,0.24971963
12616,370850,0.042840913
12619,395693,0.00369773
12620,248236,0.07353322
12635,275269,0.030184435
12687,435878,0.007902662
12699,181531,0.007662861
12744,324670,0.09613776
12750,48696,0.037677083
12762,357756,0.02239268
12764,96063,0.027526237
12768,100296,0.051311217
12771,412009,0.009394099
12772,304877,0.5571526
12772,93558,0.494004
12772,93558,0.4067012
12772,453537,0.39923415
12772,93558,0.23819225
12773,78849,0.0052812714
12779,422948,0.08909504
12800,390322,0.07802335
12808,95426,0.057491098
12808,257409,0.020859897
12851,336492,0.07481622
12859,202700,0.016348079
12868,46753,0.038301557
12869,247059,0.058051173
12870,262358,0.0069188173
12885,246610,0.08675345
12890,104764,0.012603682
12950,216838,0.03933808
12958,345156,0.090097934
12971,63721,0.06544069
12987,265604,0.025704736
12988,370401,0.41765752
12988,370401,0.41765752
13101,332571,0.012086782
13112,36013,0.10674212
13112,20740,0.099979445
13121,153997,0.19090521
13121,153997,0.19090521
13121,322805,0.08774356
13124,278031,0.013059029
13139,252994,0.0074576777
13229,263852,0.16026464
13263,160878,0.11127079
13302,343247,0.5866026
13302,343247,0.5866026
13306,54124,0.15927713
13306,205044,0.12377901
13333,105513,0.008075429
13349,76138,0.03933808
13395,189659,0.036136262
13398,119538,0.34350237
13399,348647,0.025999792
13402,338535,0.030835167
13404,233330,0.008021842
13423,401118,0.011113771
13447,396853,0.4521874
13447,396853,0.4521874
13447,387265,0.35950157
13451,350047,0.012744337
13491,19588,0.12418801
13519,445749,0.023720536
13527,4720,0.06926003
13552,3739,0.01012467
13620,156546,0.044534776
13640,313404,0.047042508
13660,268335,0.6782641
13660,278893,0.64798754
13660,120822,0.63867986
13660,130709,0.6038486
13660,290999,0.59696615
13785,436004,0.02818493
13791,260385,0.007523787
13842,38613,0.06183934
13882,240865,0.013749547
13925,444741,0.052755028
13925,111831,0.02908306
13940,40547,0.008075429
13996,30299,0.0337094
13996,406752,0.026577424
14027,293557,0.031580806
14033,36642,0.4354768
14033,36642,0.4354768
14072,397757,0.03893053
14079,284745,0.07353322
14089,103342,0.07481622
14133,176113,0.041950814
14133,202729,0.03641589
14193,462362,0.025361868
14195,437293,0.09178085
14216,203646,0.007902662
14239,262669,0.005529304
14259,118306,0.03933808
14260,143643,0.07390051
14260,310956,0.02345916
14282,260534,0.10185104
14335,238288,0.007081751
14343,170936,0.11648928
14579,258837,0.013885465
14643,423363,0.036136262
14652,225122,0.07053732
14656,303341,0.042150605
14676,19976,0.04827204
14685,167971,0.040082708
14699,265166,0.06213732
14729,229154,0.0052812714
14737,335330,0.02693341
14752,343502,0.39735073
14752,424899,0.3349712
14752,158221,0.15741657
14752,158221,0.15741657
14767,73743,0.069729164
14772,339545,0.063092545
14798,93873,0.06571903
14854,183107,0.16365066
14854,364449,0.11109126
14855,463548,0.068934016
14857,460894,0.029661711
14980,370996,0.45206028
14980,370996,0.41536087
15004,71291,0.007848433
15019,324391,0.029133203
15049,309524,0.006709311
15066,280188,0.007902662
15142,380493,0.2761678
15146,95808,0.10158946
15162,258124,0.008398713
15171,124919,0.58369267
15171,124919,0.58369267
15174,133814,0.021382194
15236,230971,0.012033854
15239,445061,0.008021842
15250,365204,0.04118482
15252,298009,0.0051673753
15329,141328,0.019522296
15354,465276,0.057235412
15363,53266,0.034215447
15385,411280,0.03933808
15394,323400,0.01603603
15399,325642,0.01411666
15444,338427,0.5539525
15444,338427,0.5539525
15463,143892,0.0062744375
15491,243543,0.086126156
15511,109616,0.83699274
15511,109616,0.83699274
15511,109616,0.82251644
15511,109616,0.80152166
15511,109616,0.80152166
15551,464740,0.06597108
15554,373648,0.019683167
15578,357218,0.007662861
15613,237422,0.6399018
15613,237422,0.6399018
15613,237422,0.6399018
15613,89737,0.33456993
15613,253188,0.33456993
15624,225063,0.007902662
15658,165564,0.12827495
15658,361956,0.0750661
15658,95598,0.049360886
15691,338119,0.0074576777
15718,45832,0.17031409
15795,44872,0.25393692
15795,81075,0.24974848
15795,81075,0.24974848
15848,127537,0.055882763
15866,35929,0.06402025
15866,392576,0.063652985
15868,345670,0.030184435
15928,263812,0.016348079
15929,327250,0.03257086
15936,98701,0.00878372
15967,389896,0.039916724
15985,254324,0.03765812
16021,428034,0.0026629497
16082,315635,0.065702915
16082,272806,0.023522241
16087,422053,0.012603682
16088,401941,0.08841667
16131,286944,0.09065233
16135,51169,0.00897902
16136,52361,0.020115137
16157,352318,0.55518746
16157,116475,0.5476359
16157,116475,0.4580851
16157,56477,0.4415215
16157,13031,0.41141525
16159,389471,0.06184238
16161,42540,0.08466783
16165,175215,0.0133171
16223,21730,0.06769406
16258,257796,0.025704736
16295,348237,0.0981121
16297,340881,0.004688685
16367,103711,0.20042989
16367,103711,0.20042989
16370,48388,0.037583888
16386,367167,0.02959316
16430,455200,0.007926996
16485,69699,0.08120112
16489,308336,0.007175856
16494,350379,0.006709311
16497,288750,0.0069554606
16516,295785,0.11302752
16516,304537,0.08991949
16520,19572,0.6663143
16520,19572,0.6663143
16520,19572,0.6663143
16520,19572,0.6663143
16520,383717,0.6663143
16535,226945,0.02693341
16558,266947,0.02388604
16602,19032,0.2510989
16602,19032,0.2510989
16602,406511,0.09448327
16698,354694,0.008075429
16707,102306,0.015975824
16844,177260,0.11008686
16862,460188,0.7394854
16862,460188,0.7394854
16862,120259,0.5606728
16862,120259,0.5606728
16862,79484,0.5606728
16863,99220,0.05316996
16866,313166,0.007902662
16889,91219,0.83040106
16889,91219,0.8178775
16889,91219,0.80929965
16889,61273,0.7370315
16889,61240,0.6918831
16903,194791,0.035664648
16921,287664,0.05911247
16960,322620,0.2475252
16989,454917,0.03765812
17005,91755,0.003127898
17006,211514,0.006091583
17007,216570,0.02939782
17013,98061,0.0069188173
17028,350629,0.6907365
17028,350629,0.6907365
17096,420165,0.02121144
17128,157419,0.117773235
17151,395611,0.008021842
17184,304537,0.80225927
17184,304537,0.80225927
17184,304537,0.7625083
17215,398579,0.053316932
17229,7837,0.0038716816
17246,351044,0.040337518
17288,62700,0.008021842
17309,164695,0.41765752
17309,164695,0.41765752
17347,420079,0.05793292
17380,184998,0.024533909
17393,23177,0.10185104
17401,438335,0.05451634
17401,168600,0.05451634
17420,2616,0.0772689
17503,18058,0.7833623
17503,18058,0.7833623
17503,18058,0.7833623
17503,18058,0.7833623
17503,18058,0.7833623
17504,101288,0.071296535
17504,2270,0.06317843
17522,265207,0.0069554606
17531,31566,0.00369773
17544,210235,0.0069188173
17579,292052,0.007848433
17619,163067,0.10185104
17632,463122,0.38105592
17632,34170,0.38105592
17650,187809,0.08312307
17657,411959,0.06580774
17664,81154,0.039527036
17709,449023,0.14373378
17709,442330,0.1017739
17709,118780,0.09430264
17755,248023,0.044616852
17768,108486,0.08192017
17781,184331,0.15576854
17799,121763,0.027356846
17851,415680,0.009563734
17876,34742,0.036108334
17882,418543,0.004688685
17895,216484,0.007523787
17897,465276,0.08806143
17926,20079,0.026930442
17942,112277,0.09703429
17948,138531,0.030565917
17979,357531,0.79705906
17979,357531,0.79705906
17979,357531,0.79705906
18006,157585,0.5838265
18006,157585,0.5838265
18058,334401,0.56316763
18058,7145,0.48777637
18058,7145,0.48777637
18058,7145,0.48777637
18058,259074,0.32586858
18071,21907,0.04816481
18071,179114,0.021866575
18091,368499,0.029201696
18107,108452,0.769702
18107,108452,0.769702
18107,108452,0.7658553
18107,108452,0.7658553
18107,108452,0.7658553
18109,59661,0.060537916
18111,130524,0.27634695
18111,328436,0.27634695
18144,342330,0.0584344
18148,379976,0.104514696
18177,318138,0.020281449
18177,464361,0.020281449
18182,223412,0.074867845
18228,55758,0.051231705
18248,365889,0.07353322
18258,455887,0.10803679
18262,282470,0.045320384
18275,119679,0.008075429
18290,81619,0.30432707
18290,81619,0.30432707
18322,88660,0.5268935
18322,88660,0.5268935
18373,365703,0.52872026
18373,365703,0.52872026
18390,309329,0.012603682
18408,73732,0.08380436
18422,182049,0.019687371
18447,175668,0.081373975
18447,175574,0.022471534
18470,415168,0.08807755
18558,274103,0.03127521
18581,187530,0.0069554606
18588,56722,0.007523787
18633,244939,0.22920045
18633,381265,0.2172554
18633,390379,0.18122843
18633,77995,0.08026385
18657,107060,0.087318994
18674,277139,0.5665586
18674,277139,0.5665586
18674,446934,0.4229061
18697,20187,0.068340614
18701,450507,0.0133171
18722,438136,0.009394099
18733,13844,0.08441218
18745,413755,0.017999299
18767,87060,0.02939782
18797,164276,0.03413322
18797,459416,0.014583346
18900,374554,0.041171245
18910,49367,0.00369773
18916,265133,0.08807755
18918,122473,0.06183934
18924,139401,0.03616116
18990,396853,0.15756412
18990,252387,0.15108627
18990,345206,0.07472587
18995,425603,0.2525427
18995,425603,0.2525427
18996,108240,0.017865488
19044,327598,0.035697445
19059,386045,0.087318994
19060,334231,0.06133057
19077,327323,0.03933808
19079,450336,0.46140155
19079,450336,0.43592972
19079,293440,0.39215285
19209,113535,0.73464906
19209,30589,0.56419533
19209,30589,0.56419533
19209,30589,0.56419533
19209,30589,0.56419533
19244,333492,0.008948051
19251,385879,0.008948051
19270,448875,0.007926996
19294,218866,0.35776654
19294,218866,0.35776654
19297,1590,0.255631
19297,1590,0.24489792
19297,117438,0.116770335
19319,432161,0.009394099
19325,266521,0.041643072
19374,328375,0.24731365
19374,328375,0.21239255
19379,25438,0.0096653635
19386,190473,0.00878372
19393,101684,0.2837486
19393,101684,0.2837486
19411,419067,0.6438003
19411,419067,0.6438003
19411,269372,0.3165916
19468,438092,0.042260017
19498,464456,0.056806237
19498,265571,0.054766703
19499,298639,0.0074576777
19534,57537,0.03149381
19582,96883,0.75720066
19582,96883,0.73303574
19582,218894,0.72111017
19582,212216,0.6604469
19582,212216,0.6091404
19597,103362,0.29740492
19597,103362,0.29740492
19597,290632,0.1423999
19597,292302,0.1423999
19597,225777,0.1423999
19626,401941,0.0795897
19643,326994,0.011113771
19661,424515,0.10520576
19691,294029,0.0075323586
19730,110529,0.0072815455
19733,37809,0.062348206
19771,81995,0.061555933
19802,1310,0.03127521
19838,326449,0.5272818
19838,326449,0.5272818
19851,316761,0.030184435
19904,299592,0.11127572
19924,225968,0.034215447
19974,144076,0.09587422
19982,52968,0.01530624
20019,191871,0.4186315
